Name,"Flour, white, all purpose, per lb. (453.6 gm)","Rice, white, long grain, uncooked, per lb. (453.6 gm)","Spaghetti and macaroni, per lb. (453.6 gm)","Bread, white, pan, per lb. (453.6 gm)","Bread, French, per lb. (453.6 gm)","Bread, whole wheat, pan, per lb. (453.6 gm)","Cookies, chocolate chip, per lb. (453.6 gm)","Crackers, soda, salted, per lb. (453.6 gm)","Ground chuck, 100% beef, per lb. (453.6 gm)","Ground beef, 100% beef, per lb. (453.6 gm)","Ground beef, lean and extra lean, per lb. (453.6 gm)","Chuck roast, USDA Choice, bone-in, per lb. (453.6 gm)","Chuck roast, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)","Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)","Round roast, USDA Choice, boneless, per lb. (453.6 gm)","Round roast, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)","Rib roast, USDA Choice, bone-in, per lb. (453.6 gm)","Steak, T-Bone, USDA Choice, bone-in, per lb. (453.6 gm)","Steak, rib eye, USDA Choice, boneless, per lb. (453.6 gm)","Short ribs, any primal source, bone-in, per lb. (453.6 gm)","Beef for stew, boneless, per lb. (453.6 gm)","Steak, round, USDA Choice, boneless, per lb. (453.6 gm)","Steak, round, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)","Steak, sirloin, USDA Choice, bone-in, per lb. (453.6 gm)","Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)","Steak, sirloin, USDA Choice, boneless, per lb. (453.6 gm)","Bacon, sliced, per lb. (453.6 gm)","Chops, center cut, bone-in, per lb. (453.6 gm)","Chops, boneless, per lb. (453.6 gm)","Ham, rump or shank half, bone-in, smoked,per lb. (453.6 gm)","Ham, boneless, excluding canned, per lb. (453.6 gm)","Ham, canned, 3 or 5 lbs, per lb. (453.6 gm)","Shoulder picnic, bone-in, smoked, per lb. (453.6 gm)","Sausage, fresh, loose, per lb. (453.6 gm)","Frankfurters, all meat or all beef, per lb. (453.6 gm)","Bologna, all beef or mixed, per lb. (453.6 gm)","Lamb and mutton, bone-in, per lb. (453.6 gm)","Chicken, fresh, whole, per lb. (453.6 gm)","Chicken breast, bone-in, per lb. (453.6 gm)","Chicken legs, bone-in, per lb. (453.6 gm)","Turkey, frozen, whole, per lb. (453.6 gm)","Tuna, light, chunk, per lb. (453.6 gm)","Eggs, grade A, large, per doz.","Eggs, grade AA, large, per doz.","Milk, fresh, whole, fortified, per 1/2 gal. (1.9 lit)","Milk, fresh, whole, fortified, per gal. (3.8 lit)","Milk, fresh, low fat, per 1/2 gal. (1.9 lit)","Milk, fresh, low fat, per gal. (3.8 lit)","Butter, salted, grade AA, stick, per lb. (453.6 gm)","Yogurt, natural, fruit flavored, per 8 oz. (226.8 gm)","American processed cheese, per lb. (453.6 gm)","Cheddar cheese, natural, per lb. (453.6 gm)","Ice cream, prepackaged, bulk, regular, per 1/2 gal. (1.9 lit)","Apples, Red Delicious, per lb. (453.6 gm)","Bananas, per lb. (453.6 gm)","Oranges, Navel, per lb. (453.6 gm)","Oranges, Valencia, per lb. (453.6 gm)","Grapefruit, per lb. (453.6 gm)","Lemons, per lb. (453.6 gm)","Pears, Anjou, per lb. (453.6 gm)","Peaches, per lb. (453.6 gm)","Strawberries, dry pint, per 12 oz. (340.2 gm)","Grapes, Thompson Seedless, per lb. (453.6 gm)","Cherries, per lb. (453.6 gm)","Potatoes, white, per lb. (453.6 gm)","Lettuce, iceberg, per lb. (453.6 gm)","Tomatoes, field grown, per lb. (453.6 gm)","Cabbage, per lb. (453.6 gm)","Celery, per lb. (453.6 gm)","Carrots, short trimmed and topped, per lb. (453.6 gm)","Onions, dry yellow, per lb. (453.6 gm)","Peppers, sweet, per lb. (453.6 gm)","Cucumbers, per lb. (453.6 gm)","Broccoli, per lb. (453.6 gm)","Orange juice, frozen concentrate, 12 oz. can, per 16 oz. (473.2 ml)","Apple Sauce, any variety, all sizes, per lb. (453.6 gm)","Peaches, any variety, all sizes, per lb. (453.6 gm)","Potatoes, frozen, French fried, per lb. (453.6 gm)","Corn, canned, any style, all sizes, per lb. (453.6 gm)","Tomatoes, canned, any type, all sizes,  per lb. (453.6 gm)","Beans, dried, any type, all sizes, per lb. (453.6 gm)","Sugar, white, all sizes, per lb. (453.6 gm)","Sugar, white, 33-80 oz. pkg, per lb. (453.6 gm)","Margarine, stick, per lb. (453.6 gm)","Margarine, soft, tubs, per lb. (453.6 gm)","Shortening, vegetable oil blends, per lb. (453.6 gm)","Peanut butter, creamy, all sizes, per lb. (453.6 gm)","Cola, nondiet, cans, 72 oz. 6 pk., per 16 oz. (473.2 ml)","Cola, nondiet, per 2 liters (67.6 oz)","Coffee, 100%, ground roast, all sizes, per lb. (453.6 gm)","Coffee, instant, plain, regular, all sizes, per lb. (453.6 gm)","Potato chips, per 16 oz.","Malt beverages, all types, all sizes, any origin, per 16 oz. (473.2 ml)","Vodka, all types, all sizes, any origin, per 1 liter (33.8 oz)","Wine, red and white table, all sizes, any origin, per 1 liter (33.8 oz)",Fuel oil #2 per gallon (3.785 liters),Utility (piped) gas - 40 therms,Electricity per KWH,Utility (piped) gas - 100 therms,Utility (piped) gas per therm,Electricity per 500 KWH,"Gasoline, leaded regular (cost per gallon/3.8 liters)","Gasoline, unleaded regular, per gallon/3.785 liters","Gasoline, unleaded midgrade, per gallon/3.785 liters","Gasoline, unleaded premium, per gallon/3.785 liters","Automotive diesel fuel, per gallon/3.785 liters","Gasoline, all types, per gallon/3.785 liters","All uncooked ground beef, per lb. (453.6 gm)","All Uncooked Beef Roasts, per lb. (453.6 gm)","All Uncooked Beef Steaks, per lb. (453.6 gm)","All Uncooked Other Beef (Excluding Veal), per lb. (453.6 gm)","All Ham (Excluding Canned Ham and Luncheon Slices), per lb. (453.6 gm)","All Pork Chops, per lb. (453.6 gm)","All Other Pork (Excluding Canned Ham and Luncheon Slices), per lb. (453.6 gm)","Chicken breast, boneless, per lb. (453.6 gm)","Lettuce, romaine, per lb. (453.6 gm)"
"Aug
1996",0.314,0.541,0.877,0.915,1.517,1.307,2.464,1.558,1.823,1.391,2.055,2.024,2.172,2.434,2.742,2.513,4.925,5.971,5.675,,2.479,3.029,2.75,,3.621,4.274,2.682,3.502,4.34,1.99,2.8,,1.266,2.054,2.059,2.379,,0.99,2.053,1.252,1.086,1.951,1.072,1.216,1.569,2.666,,2.46,2.396,0.652,3.363,2.932,2.966,0.998,0.478,,0.717,0.67,1.331,,1.101,1.164,1.167,,0.403,0.615,1.006,0.44,0.512,0.514,0.431,1.195,0.545,0.788,1.765,0.773,0.942,0.921,0.716,0.689,0.712,0.428,0.418,0.817,,0.873,1.767,,1.048,3.39,9.846,3.086,0.834,8.861,4.775,0.934,30.571,0.099,65.158,0.648,50.753,,1.24,1.332,1.421,,1.298,,,,,,,,,
"Sep
1996",0.308,0.54,0.884,0.886,1.56,1.303,2.526,1.49,1.797,1.36,2.046,,2.146,2.424,2.824,2.701,5.042,5.801,5.665,,2.408,3.139,2.939,,3.633,4.2,2.809,3.505,4.256,1.975,2.925,,1.274,2.06,2.175,2.351,,1.006,2.135,1.299,1.065,1.934,1.15,1.278,1.592,2.666,,2.474,2.482,0.669,3.511,3.062,3.041,1.006,0.458,,0.779,0.775,1.352,,1.244,1.42,1.269,,0.375,0.595,0.98,0.395,0.516,0.505,0.432,1.086,0.516,0.843,1.733,0.76,0.934,0.909,0.722,0.664,0.722,0.426,0.414,0.814,,0.891,1.828,,1.021,3.333,9.721,3.069,0.847,9.427,5.188,0.98,30.539,0.099,64.922,0.646,50.789,,1.234,1.326,1.417,,1.293,,,,,,,,,
"Oct
1996",0.293,0.555,0.85,0.873,1.493,1.295,2.504,1.534,1.844,1.371,2.07,,2.177,2.47,2.915,2.739,5.095,5.65,5.572,,2.496,3.137,3.053,,3.645,4.087,2.721,3.474,4.161,2.022,2.919,,1.264,2.068,2.197,2.414,,1.021,2.014,1.285,1.074,1.99,1.129,1.258,1.647,2.73,,2.494,2.528,0.674,3.499,3.068,3.077,0.949,0.465,,0.799,0.716,1.274,,,1.409,1.69,,0.359,0.634,1.084,0.394,0.495,0.489,0.456,1.138,0.75,0.801,1.761,0.775,0.911,0.908,0.709,0.675,0.717,0.432,0.42,0.83,,0.869,1.799,,0.998,3.344,9.693,3.155,0.835,8.862,4.87,1.063,30.092,0.095,64.211,0.647,49.913,,1.227,1.321,1.408,,1.287,,,,,,,,,
"Nov
1996",0.295,0.552,0.848,0.88,1.49,1.301,2.554,1.525,1.867,1.403,2.063,,2.235,2.489,2.864,2.598,5.222,5.743,5.773,,2.56,3.126,3.009,,3.541,4.219,2.656,3.421,4.138,1.978,2.863,,1.314,2.157,2.237,2.355,,1.003,2.049,1.235,0.981,2.016,1.139,1.278,1.66,2.746,,2.494,2.354,0.663,3.651,3.584,2.978,0.907,0.477,0.707,,0.587,1.14,,,,2.252,,0.343,0.746,1.182,0.378,0.492,0.503,0.453,1.424,0.756,0.924,1.747,0.801,0.929,0.912,0.712,0.689,0.708,0.426,0.415,0.79,,0.856,1.797,,0.982,3.283,9.696,3.102,0.844,9.452,5.226,1.097,30.676,0.092,66.732,0.671,49.181,,1.25,1.341,1.428,,1.308,,,,,,,,,
"Dec
1996",0.292,0.546,0.845,0.875,1.515,1.3,2.614,1.577,1.848,1.424,2.051,,2.231,2.471,2.953,2.731,5.091,5.874,5.898,,2.56,3.222,3.026,,3.67,4.225,2.642,3.441,4.176,1.963,2.817,,1.313,2.151,2.203,2.363,,1.002,2.093,1.256,1.02,2.027,1.308,1.416,1.652,2.727,,2.526,2.173,0.682,3.592,3.085,2.94,0.886,0.481,0.593,,0.55,1.144,1.059,,,,,0.335,0.622,1.21,0.396,0.442,0.537,0.464,1.339,0.603,0.862,1.735,0.806,0.92,0.897,0.718,0.7,0.714,0.428,0.419,0.816,,0.851,1.772,,0.994,3.307,9.711,3.118,0.833,8.656,4.902,1.121,31.438,0.092,68.823,0.69,49.231,,1.26,1.351,1.438,,1.318,,,,,,,,,
"Jan
1997",0.309,0.56,0.874,0.862,1.492,1.323,2.553,1.509,1.85,1.409,2.06,,2.211,2.44,2.88,2.685,5.296,5.981,5.828,,2.541,3.132,2.978,,3.566,4.172,2.664,3.465,4.171,1.973,2.846,,1.339,2.15,2.242,2.334,,1.016,2.028,1.265,1.063,2.037,1.148,1.312,1.632,2.677,,2.517,2.092,0.639,3.536,3.102,2.947,0.907,0.497,0.555,,0.515,1.115,1.017,,,1.981,,0.335,0.651,1.213,0.401,0.569,0.526,0.463,1.191,0.688,1.098,1.737,0.829,0.941,0.924,0.761,0.688,0.717,0.434,0.422,0.844,,0.864,1.81,,1.023,3.3,9.695,3.125,0.854,9.403,5.266,1.136,32.904,0.092,72.44,0.727,49.245,,1.261,1.353,1.441,,1.318,,,,,,,,,
"Feb
1997",0.308,0.565,0.849,0.858,1.519,1.271,2.636,1.56,1.857,1.398,2.073,,2.169,2.441,2.907,2.653,5.121,5.879,5.534,,2.505,3.139,2.977,,3.591,4.03,2.651,3.485,4.123,1.949,2.794,,1.306,2.13,2.262,2.349,,1.008,2.076,1.239,1.067,2.017,1.132,1.334,1.597,2.632,,2.481,2.056,0.664,3.471,3.5,2.928,0.912,0.518,0.554,,0.489,1.084,1.001,,1.514,1.508,,0.331,0.594,1.314,0.422,0.609,0.524,0.447,1.437,0.738,1.156,1.768,0.82,0.941,0.926,0.723,0.672,0.721,0.429,0.418,0.831,,0.871,1.819,,1.024,3.316,9.907,3.099,0.842,9.385,4.933,1.127,32.974,0.092,72.626,0.73,49.434,,1.255,1.348,1.434,,1.312,,,,,,,,,
"Mar
1997",0.305,0.564,0.872,0.855,1.507,1.292,2.647,1.488,1.822,1.356,2.026,,2.226,2.449,2.889,2.691,5.135,5.64,5.746,,2.473,3.145,2.977,,3.587,4.128,2.657,3.422,4.113,1.944,2.777,,1.251,2.124,2.217,2.38,,1.009,1.994,1.231,1.047,1.98,1.056,1.282,1.591,2.632,,2.437,2.135,0.658,3.514,3.07,2.92,0.914,0.532,0.546,,0.496,1.005,1.003,,1.317,1.675,,0.33,0.614,1.654,0.366,0.569,0.533,0.501,1.397,0.724,1.032,1.747,0.837,0.94,0.914,0.745,0.678,0.728,0.431,0.419,0.819,,0.867,1.778,,1.01,3.512,10.11,3.145,0.854,9.459,5.337,1.079,31.587,0.093,68.687,0.692,49.516,,1.235,1.329,1.415,,1.293,,,,,,,,,
"Apr
1997",0.304,0.558,0.883,0.855,1.5,1.291,2.582,1.581,1.831,1.381,2.039,,2.159,2.422,2.866,2.713,5.05,5.831,5.712,,2.524,3.079,3.01,,3.548,4.216,2.66,3.445,4.051,1.823,2.73,,1.242,2.157,2.244,2.35,,1.002,2.004,1.215,1.032,2.005,1.081,1.265,1.601,2.606,,2.372,2.177,0.683,3.534,3.119,2.903,0.895,0.512,0.598,,0.512,0.99,1.011,,1.179,1.876,,0.335,0.666,1.348,0.4,0.528,0.519,0.516,1.314,0.693,0.922,1.727,0.851,0.955,0.929,0.734,0.67,0.736,0.435,0.424,0.847,,0.87,1.808,,1.008,3.894,10.263,3.184,0.847,9.407,4.933,1.046,30.512,0.092,65.777,0.664,49.271,,1.231,1.324,1.413,,1.288,,,,,,,,,
"May
1997",0.31,0.563,0.861,0.854,1.543,1.243,2.632,1.53,1.854,1.382,2.071,,2.105,2.419,2.803,2.696,4.994,5.932,5.766,,2.542,3.168,2.945,,3.682,4.225,2.627,3.454,4.017,1.907,2.763,,1.283,2.151,2.254,2.333,,1.007,2.075,1.221,1.045,1.999,1.002,1.213,1.587,2.608,,2.377,2.121,0.669,3.528,3.114,2.876,0.912,0.484,0.706,,0.518,1.059,1.026,,1.073,2.136,,0.338,0.598,1.175,0.396,0.594,0.514,0.497,1.34,0.755,0.886,1.736,0.849,0.942,0.912,0.737,0.674,0.726,0.434,0.422,0.829,,0.871,1.817,,1.009,4.109,10.365,3.056,0.853,9.446,5.32,1.031,30.383,0.093,64.794,0.651,49.399,,1.226,1.318,1.409,,1.284,,,,,,,,,
"Jun
1997",0.31,0.558,0.863,0.874,1.54,1.266,2.643,1.616,1.848,1.408,2.059,,2.046,2.385,2.798,2.686,5.037,5.862,5.779,,2.524,3.032,2.997,,3.761,4.203,2.694,3.573,4.132,1.966,2.783,,1.247,2.159,2.204,2.369,,0.993,2.052,1.243,1.078,1.978,0.952,1.15,1.567,2.587,,2.364,2.026,0.665,3.4,3.137,2.877,0.914,0.488,,0.58,0.52,1.309,,1.122,1.213,1.606,,0.345,0.593,1.3,0.394,0.574,0.508,0.481,1.378,0.627,0.921,1.752,0.844,0.977,0.921,0.734,0.683,0.711,0.436,0.425,0.831,,0.876,1.817,,1.024,4.428,10.602,3.118,0.841,9.393,4.992,1.001,31.018,0.099,66.324,0.664,50.838,,1.229,1.322,1.411,,1.286,,,,,,,,,
"Jul
1997",0.309,0.564,0.873,0.872,1.535,1.284,2.614,1.658,1.802,1.402,2.071,,2.151,2.425,2.764,2.61,5.067,5.934,5.615,,2.477,3.056,2.954,,3.69,4.237,2.718,3.502,4.082,1.922,2.786,,1.29,2.162,2.236,2.424,,1.005,2.073,1.255,1.074,1.967,0.979,1.201,1.535,2.557,,2.362,2.108,0.654,3.342,3.422,2.844,0.918,0.487,,0.607,0.592,1.519,,0.951,1.383,1.372,,0.367,0.649,1.141,0.4,0.596,0.52,0.494,1.295,0.635,0.968,1.77,0.859,0.968,0.938,0.74,0.684,0.728,0.433,0.42,0.835,,0.874,1.81,,1.018,4.628,10.686,3.117,0.847,9.457,5.406,0.957,31.149,0.099,66.657,0.669,50.79,,1.205,1.3,1.388,,1.263,,,,,,,,,
"Aug
1997",0.307,0.569,0.878,0.872,1.545,1.258,2.612,1.599,1.841,1.394,2.071,,2.139,2.468,2.776,2.648,5.163,5.78,5.748,,2.528,3.069,3.004,,3.602,4.374,2.755,3.558,4.078,1.983,2.82,,1.277,2.18,2.315,2.417,,0.988,2.027,1.216,1.092,1.997,1.061,1.27,1.53,2.551,,2.329,2.154,0.665,3.352,3.068,2.927,0.935,0.475,,0.669,0.646,1.623,,0.973,1.375,1.24,,0.388,0.694,1.13,0.372,0.662,0.508,0.531,1.227,0.628,0.905,1.755,0.854,0.962,0.961,0.752,0.682,0.729,0.436,0.423,0.838,,0.88,1.749,,1.003,4.669,10.619,3.128,0.837,9.528,5.022,0.945,30.809,0.098,65.783,0.661,50.543,,1.253,1.347,1.433,,1.31,,,,,,,,,
"Sep
1997",0.305,0.564,0.88,0.885,1.552,1.295,2.536,1.568,1.844,1.42,2.061,,2.091,2.477,2.759,2.69,5.313,6.035,5.985,,2.481,3.082,2.977,,3.58,4.304,2.75,3.525,4.2,1.948,2.852,,1.272,2.201,2.292,2.389,,0.992,2.094,1.227,1.089,2.015,1.009,1.258,1.555,2.533,,2.307,2.144,0.642,3.359,3.126,2.895,0.933,0.458,,0.67,0.681,1.631,,1.143,1.488,1.275,,0.388,0.737,1.091,0.375,0.615,0.5,0.495,1.126,0.619,0.903,1.695,0.83,0.964,0.942,0.741,0.674,0.731,0.436,0.425,0.828,,0.878,1.797,,1.005,4.617,10.511,3.176,0.845,9.581,5.414,0.945,31.472,0.099,67.309,0.677,50.695,,1.277,1.37,1.458,,1.334,,,,,,,,,
"Oct
1997",0.294,0.568,0.887,0.899,1.581,1.29,2.612,1.496,1.847,1.406,2.059,,2.151,2.423,2.779,2.686,5.232,5.915,5.849,,2.472,3.08,3.07,,3.662,4.206,2.73,3.487,4.036,2.007,2.825,,1.274,2.204,2.343,2.387,,0.984,1.982,1.236,1.062,2.019,1.018,1.269,1.59,2.635,,2.391,2.181,0.68,3.419,3.128,2.925,0.881,0.459,,0.616,0.628,1.477,,,,1.646,,0.374,0.823,1.162,0.368,0.55,0.495,0.451,1.208,0.595,1.04,1.711,0.834,0.946,0.94,0.712,0.665,0.716,0.43,0.418,0.82,,0.867,1.764,,1.027,4.392,10.581,3.152,0.831,9.527,5.132,0.956,31.789,0.093,68.488,0.688,49.278,,1.242,1.337,1.426,,1.3,,,,,,,,,
"Nov
1997",0.283,0.572,0.869,0.897,1.61,1.284,2.667,1.527,1.851,1.409,2.047,,2.165,2.406,2.81,2.733,5.19,5.891,5.793,,2.515,3.093,3.035,,3.517,4.225,2.665,3.477,4.017,1.973,2.756,,1.278,2.1,2.288,2.423,,1.018,2.035,1.246,0.976,2.051,1.09,1.335,1.619,2.678,,2.427,2.36,0.651,3.497,3.392,2.928,0.864,0.468,0.642,,0.543,1.162,,,1.654,2.035,,0.366,1.01,1.37,0.42,0.568,0.493,0.436,1.667,0.606,1.003,1.666,0.841,0.937,0.967,0.739,0.685,0.699,0.429,0.417,0.81,,0.866,1.703,,0.999,4.303,10.465,3.133,0.839,9.589,5.275,0.97,32.777,0.092,71.527,0.717,48.836,,1.213,1.307,1.397,,1.271,,,,,,,,,
"Dec
1997",0.279,0.575,0.883,0.884,1.587,1.296,2.633,1.512,1.811,1.392,2.058,,2.148,2.447,2.782,2.699,5.207,6.073,5.943,,2.513,3.093,3.045,,3.641,4.166,2.607,3.394,3.908,1.914,2.734,,1.285,2.081,2.284,2.334,,1.001,1.987,1.217,0.982,2.029,1.172,1.4,1.614,2.672,,2.409,2.46,0.666,3.439,3.458,3.022,0.897,0.461,0.583,,0.532,1.057,0.854,,,2.188,,0.37,0.699,1.617,0.464,0.566,0.5,0.457,1.54,0.577,0.926,1.67,0.842,0.943,0.95,0.721,0.687,0.7,0.428,0.412,0.804,,0.87,1.73,,0.988,4.161,10.346,3.166,0.838,9.495,5.001,0.979,32.316,0.09,70.476,0.708,48.131,,1.177,1.274,1.363,,1.236,,,,,,,,,
"Jan
1998",0.299,0.546,0.874,0.855,1.592,1.309,2.502,1.668,1.818,1.457,2.058,,2.08,2.317,2.774,2.591,,5.827,5.963,,2.589,3.1,2.88,,3.572,4.151,2.644,3.342,3.798,2.121,2.786,,,2.381,,2.426,,1.022,2.033,1.28,1.034,2.107,1.12,,,2.632,,2.577,2.353,,3.539,3.518,3.041,0.922,0.473,0.525,,0.499,1.026,0.863,,2.135,1.815,,0.362,1.072,1.452,0.505,0.616,0.512,,1.671,,1.379,1.601,,,0.981,,,0.695,0.43,0.415,,,0.966,1.801,,1.05,4.025,10.607,3.149,0.887,9.077,5.302,0.966,31.438,0.086,68.204,0.705,46.401,,1.131,1.227,1.319,1.25,1.186,1.846,2.643,3.642,2.228,2.082,3.171,1.77,,
"Feb
1998",0.297,0.547,0.878,0.86,,1.275,2.607,1.602,1.798,1.398,2.04,,2.085,2.307,2.738,2.706,,6.08,5.768,,2.548,3.099,2.852,,3.471,4.099,2.623,3.3,3.687,2.191,2.796,,,2.311,,2.445,,1.007,1.976,1.271,1.001,2.036,1.073,,,2.653,,2.589,2.321,,3.475,3.507,2.996,0.96,0.489,0.507,,0.481,0.976,0.931,1.894,2.08,1.722,,0.362,0.643,1.356,0.464,0.578,0.513,,1.568,,1.066,1.568,,,0.99,,,0.692,0.429,0.412,,,0.992,1.808,,1.061,3.973,10.516,3.136,0.839,8.893,4.79,0.948,30.739,0.085,66.562,0.688,45.728,,1.082,1.18,1.271,1.22,1.137,1.823,2.663,3.62,2.209,2.106,3.134,1.764,,
"Mar
1998",0.302,0.545,0.875,0.853,1.586,1.292,2.499,1.624,1.842,1.413,2.05,,2.153,2.362,2.726,2.614,,5.851,5.725,,2.594,3.154,2.94,,3.672,4.102,2.539,3.151,3.679,2.187,2.827,,,2.326,,2.387,,1.032,1.988,1.249,0.996,2.066,1.043,,,2.658,,2.589,2.421,,3.572,3.477,2.969,0.962,0.475,0.505,,0.503,0.959,0.878,,1.751,1.579,,0.368,0.695,1.515,0.447,0.541,0.667,,1.636,,1.122,1.587,,,0.999,,,0.689,0.433,0.416,,,0.994,1.821,,1.058,4.033,10.436,3.107,0.885,8.981,5.306,0.933,30.665,0.085,66.385,0.686,45.659,,1.041,1.14,1.229,1.192,1.097,1.838,2.673,3.65,2.22,2.147,3.032,1.734,,
"Apr
1998",0.298,0.544,0.873,0.863,,1.283,2.505,1.729,1.841,1.419,2.046,,2.066,2.332,2.751,2.648,,6.075,5.951,,2.581,3.204,2.893,,3.715,4.206,2.444,3.243,3.718,2.069,2.69,,,2.28,,2.379,,1.029,2.017,1.256,0.972,2.102,1.061,,,2.668,,2.589,2.336,,3.535,3.499,3.06,0.949,0.511,0.571,,0.51,0.946,0.918,,1.613,1.516,,0.369,0.837,1.398,0.454,0.616,0.555,,1.745,0.903,1.114,1.634,,,0.985,,,0.686,0.431,0.415,,,0.995,1.808,,1.065,3.959,10.447,3.175,0.838,8.893,4.764,0.915,30.403,0.085,65.874,0.684,45.739,,1.052,1.147,1.237,1.184,1.106,1.83,2.644,3.665,2.2,1.973,3.098,1.702,,
"May
1998",0.308,0.541,0.87,0.866,1.567,1.31,2.512,1.785,1.796,1.411,2.042,,2.08,2.363,2.756,2.552,,6.243,5.866,,2.584,3.041,2.859,,3.735,4.175,2.438,3.26,3.772,,2.844,,,2.322,,2.362,,1.032,2.007,1.26,0.957,2.107,0.96,,,2.666,,2.591,2.484,,3.539,3.448,2.995,0.974,0.51,0.672,,0.491,1.027,0.962,,1.386,,,0.381,0.877,1.472,0.487,0.613,0.559,,1.772,,1.238,1.589,,,1.01,,,0.691,0.428,0.411,,,1.003,1.772,,0.999,3.878,10.416,3.161,0.888,9.004,5.322,0.903,30.773,0.086,66.243,0.688,45.846,,1.092,1.189,1.275,1.19,1.146,1.829,2.658,3.656,2.186,2.065,3.099,1.744,,
"Jun
1998",0.305,0.536,0.895,0.859,,1.313,2.563,1.74,1.796,1.388,2.051,,2.046,2.334,2.652,2.538,,6.261,5.988,,2.6,2.995,2.776,,3.874,4.397,2.457,3.294,3.85,,2.821,,,2.364,,2.331,,1.016,2.081,1.279,0.991,2.136,0.932,,,2.622,,2.552,2.613,,3.516,3.432,3.051,0.955,0.507,,0.664,0.587,1.059,0.996,1.425,1.413,1.651,,0.39,0.711,1.393,0.497,0.625,0.555,,1.508,,1.087,1.633,,,1.022,,,0.698,0.431,0.415,,,1.013,1.787,,1.035,3.786,10.445,3.153,0.833,8.948,4.808,0.874,30.164,0.091,64.939,0.673,46.647,,1.094,1.189,1.279,1.185,1.148,1.825,2.615,3.713,2.217,2.072,3.138,1.773,,
"Jul
1998",0.307,0.54,0.887,0.867,,1.288,2.541,1.674,1.768,1.447,2.045,,2.105,2.308,2.719,2.572,,5.979,6.179,,2.546,3.096,2.892,,3.692,4.249,2.517,3.311,3.859,,2.881,,,2.362,,2.561,,1.033,2.048,1.252,1.008,2.148,0.971,,,2.628,,2.54,2.879,,3.636,3.44,3.133,1,0.53,,0.683,0.695,1.262,,1.179,1.346,1.256,,0.392,0.692,1.515,0.441,0.597,0.618,,1.496,,1.076,1.655,,,1.023,,,0.698,0.432,0.416,,,1.028,1.808,,1.019,3.771,10.444,3.128,0.882,8.962,5.319,0.853,30.052,0.091,64.664,0.671,46.757,,1.079,1.177,1.268,1.168,1.134,1.834,2.64,3.671,2.189,2.114,3.163,1.765,,
"Aug
1998",0.31,0.536,0.89,0.869,,1.294,2.588,1.613,1.823,1.426,2.082,,2.162,2.398,2.72,2.582,,6.093,6.185,,2.532,3.083,2.889,,3.688,4.222,2.513,3.274,3.845,,2.898,,,2.405,,2.442,,1.059,2.087,1.291,1.024,2.17,1.053,,,2.717,,2.569,2.985,,3.479,3.575,3.147,0.99,0.489,,0.679,0.738,1.405,,1.065,1.454,1.448,,0.382,0.686,1.312,0.428,0.627,0.592,,1.341,,1.03,1.668,,,1.033,,,0.689,0.436,0.421,,,1.041,1.802,,1.011,3.704,10.413,3.21,0.831,9.024,4.801,0.838,29.944,0.09,64.257,0.668,46.439,,1.052,1.154,1.244,1.154,1.108,1.847,2.687,3.676,2.205,2.105,3.154,1.743,,
"Sep
1998",0.305,0.544,0.877,0.86,,1.287,2.56,1.653,1.806,1.361,2.083,,2.146,2.357,2.691,2.519,,6,6.136,,2.504,3.129,2.879,,3.611,4.089,2.576,3.226,3.731,2.129,2.87,,,2.426,,2.46,,1.074,2.085,1.255,1.052,2.112,1.022,,,2.757,,2.622,3.367,,3.617,3.587,3.184,0.971,0.476,,0.65,0.75,1.428,,1.221,1.469,1.393,,0.376,0.71,1.241,0.404,0.633,0.529,,1.194,,1.014,1.599,,,1.009,,,0.684,0.432,0.418,,,1.04,1.795,,1.04,3.62,10.451,3.121,0.884,9.124,5.37,0.827,29.968,0.089,64.105,0.668,46.073,,1.033,1.137,1.23,1.138,1.091,1.835,2.664,3.656,2.192,2.083,3.079,1.744,,
"Oct
1998",0.301,0.542,0.895,0.849,,1.268,2.517,1.643,1.809,1.393,2.093,,2.151,2.364,2.699,2.487,,6.041,6.241,,2.476,3.001,2.873,,3.553,4.157,2.567,3.177,3.814,2.132,2.794,,,2.453,,2.478,,1.076,2.132,1.3,1.025,2.132,1.048,,,2.785,,2.658,3.802,,3.63,3.671,3.272,0.902,0.47,,0.643,0.767,1.462,,,1.779,1.564,,0.379,0.757,1.573,0.421,0.642,0.526,,1.425,,1.04,1.655,,,1.007,,,0.691,0.423,0.405,,,1.048,1.813,,1.028,3.503,10.547,3.219,0.837,9.041,4.823,0.834,30.091,0.086,64.574,0.671,45.458,,1.042,1.145,1.236,1.148,1.099,1.845,2.641,3.641,2.179,2.075,3.062,1.669,,
